PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,,
4,9/27/24,18:00:55,2,1,"Ackerman, Jess",1000133213,Left,MER_BEA,"Graziano, Michael",803528,Right,MER_BEA,Undefined,1,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.36511,1.111151,0.566334,2500.351169,190.107283,12:15,5.45837,-2.26059,5.84678,-36.59301,4.63059,0.65339,3.44174,-1.67982,76.28543,-5.601822,0.683531,0.462109,,,,,,,,,,,,-0.2187,2.46709,2.21412,50,5.527,-1.19596,-118.49274,1.11034,-0.31903,17.11339,-28.5752,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,f843da00-7d1b-11ef-898b-7f46a3e9fb79,81.5661,,,5.07968,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:00:55,2024-09-27T18:00:54.8203674-04:00,2024-09-27T22:00:54.8203674Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,889bea34-6415-4d9c-bc46-cb20580cc9b4,54.65702,-119.16343,8.55669,5.46154,2.23024,-14.2876,2.26074,-1.18346,-0.15951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
5,9/27/24,18:01:10,2,2,"Ackerman, Jess",1000133213,Left,MER_BEA,"Graziano, Michael",803528,Right,MER_BEA,Undefined,1,Top,0,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.69986,-1.217192,2.112775,1848.071896,101.914174,9:30,5.48377,-2.07762,5.93474,-36.97356,4.75276,-16.40442,1.27241,-1.48358,75.22593,-8.033216,-0.837488,0.464918,,,,,,,,,,,,8.94052,3.20378,1.91778,50,5.36582,-3.73809,-118.66146,-3.71133,12.76744,22.37111,-27.59892,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,016f91a0-7d1c-11ef-898b-7f46a3e9fb79,81.07328,,,6.47393,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:01:10,2024-09-27T18:01:10.1763738-04:00,2024-09-27T22:01:10.1763738Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,a9b3d2e8-1b2c-44a2-afdf-9de45bdc7b20,54.56695,-119.51936,11.18555,5.48785,-2.65295,-13.79946,2.07052,-4.22771,6.38372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
6,9/27/24,18:01:24,2,3,"Ackerman, Jess",1000133213,Left,MER_BEA,"Graziano, Michael",803528,Right,MER_BEA,Undefined,1,Top,0,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.30072,-0.883783,2.157064,2183.650592,135.653671,10:30,5.33626,-2.13924,6.33097,-18.59513,15.10788,-13.72127,2.97219,-1.29538,82.47013,-4.427487,-0.324661,0.417836,,,,,,,,,,,,7.68288,8.41937,1.98768,50,5.2627,-4.37386,-131.18224,-2.55034,13.38323,27.84029,-17.50785,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,0985e1a0-7d1c-11ef-898b-7f46a3e9fb79,90.20876,,,7.8306,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:01:24,2024-09-27T18:01:23.7992090-04:00,2024-09-27T22:01:23.7992090Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,87eb06db-cd82-4bff-91d3-63012573253b,54.16913,-132.06407,13.92014,5.3347,-1.99578,-8.75392,2.13294,-4.79777,6.69161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
7,9/27/24,18:01:37,2,4,"Ackerman, Jess",1000133213,Left,MER_BEA,"Graziano, Michael",803528,Right,MER_BEA,Undefined,1,Top,0,3,0,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,90.82577,-2.413038,1.522704,2254.401167,127.848617,10:15,5.45305,-2.14784,6.24364,-20.34879,12.87544,-15.29879,1.52946,-2.01789,83.72841,-6.234408,-1.242666,0.414857,,,,,,,,,,,,8.29733,7.61611,2.04149,50,5.26302,-2.8775,-131.98133,-6.18695,14.73401,26.31602,-18.64972,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,11883470-7d1c-11ef-898b-7f46a3e9fb79,90.85638,,,7.09736,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:01:37,2024-09-27T18:01:37.2498074-04:00,2024-09-27T22:01:37.2498074Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,fcc4db44-2b3b-4bb7-9505-c3b8b3f3ba1f,54.2582,-132.82767,13.15801,5.45235,-5.58716,-9.32486,2.14165,-3.35136,7.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
8,9/27/24,18:02:15,3,1,"Ackerman, Jess",1000133213,Left,MER_BEA,"Brown, Ely",1000322118,Left,MER_BEA,Undefined,1,Top,0,0,0,Slider,Slider,InPlay,Undefined,Bunt,Single,0,0,,82.00569,0.417336,2.301073,2503.933772,241.934102,2:00,5.47727,-1.96184,5.98601,-38.32581,2.66272,2.86229,2.67059,0.41066,76.00443,-6.63959,2.81531,0.46079,,,,,,,,,,,,-0.91591,1.54413,1.77842,50,5.48854,-4.89567,-119.24264,-0.34469,-1.33131,20.87488,-29.92952,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,27dbb080-7d1c-11ef-898b-7f46a3e9fb79,81.79967,,,6.00126,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:02:15,2024-09-27T18:02:14.7534490-04:00,2024-09-27T22:02:14.7534490Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,6836e1a2-d9c5-46bd-8545-8636b985647b,54.51851,-120.03105,10.43744,5.48021,0.7857,-14.96476,1.96237,-4.84539,-0.66566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
9,9/27/24,18:02:47,4,1,"Ackerman, Jess",1000133213,Left,MER_BEA,"Stephens, Eli",1000196683,Left,MER_BEA,Undefined,1,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.37999,-1.448222,4.916365,2241.558308,128.571074,10:15,5.50961,-1.83951,6.3512,-20.28226,13.50107,-15.56859,2.48112,1.39981,82.5516,-5.291251,2.111917,0.418334,,,,,,,,,,,,9.40784,7.75174,1.48848,50,5.39441,-10.62301,-130.91616,-3.91459,16.34192,27.40653,-18.70885,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,3b592930-7d1c-11ef-898b-7f46a3e9fb79,90.10141,,,7.82839,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:02:47,2024-09-27T18:02:47.4157722-04:00,2024-09-27T22:02:47.4157722Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,3f4a4fcb-9831-414c-a6dc-f5144c79788b,54.14974,-131.78202,13.70326,5.50875,-3.32352,-9.35443,1.83225,-11.1393,8.17096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
10,9/27/24,18:02:59,4,2,"Ackerman, Jess",1000133213,Left,MER_BEA,"Stephens, Eli",1000196683,Left,MER_BEA,Undefined,1,Top,0,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.95645,-0.787349,2.605884,2171.903075,149.374446,11:00,5.463,-2.00941,6.34439,-16.56032,17.34115,-9.63985,3.35732,-0.41202,82.25607,-3.962913,0.863404,0.419064,,,,,,,,,,,,5.69323,9.54607,1.82394,50,5.39754,-5.5522,-130.65816,-2.236,9.8594,27.06692,-15.64247,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,42245b90-7d1c-11ef-898b-7f46a3e9fb79,89.9443,,,7.70038,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:02:59,2024-09-27T18:02:58.7655322-04:00,2024-09-27T22:02:58.7655322Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,1053163d-ba7e-4113-8b2f-5c01e42cccfd,54.15558,-131.5162,13.53346,5.46056,-1.74012,-7.82124,2.0049,-5.86475,4.9297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
11,9/27/24,18:03:11,4,3,"Ackerman, Jess",1000133213,Left,MER_BEA,"Stephens, Eli",1000196683,Left,MER_BEA,Undefined,1,Top,0,1,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.5387,-1.98882,3.651053,2214.174712,125.34457,10:15,5.46701,-1.89699,6.30274,-20.78379,12.71383,-16.47946,1.89816,0.0982,83.17265,-5.905306,0.676163,0.416561,,,,,,,,,,,,9.49142,7.45075,1.63592,50,5.3105,-7.70964,-131.37947,-5.19875,16.67438,26.49594,-19.0847,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,49ac7550-7d1c-11ef-898b-7f46a3e9fb79,90.48486,,,7.36605,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:03:11,2024-09-27T18:03:11.4182810-04:00,2024-09-27T22:03:11.4182810Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,fb0b1396-f90b-4fae-a097-ab0b291d5b1d,54.19918,-132.22362,13.24797,5.46644,-4.59072,-9.54235,1.89001,-8.24088,8.33719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
12,9/27/24,18:03:25,4,4,"Ackerman, Jess",1000133213,Left,MER_BEA,"Stephens, Eli",1000196683,Left,MER_BEA,Undefined,1,Top,0,1,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.18328,-0.451151,2.869788,2260.165336,133.077089,10:30,5.55545,-1.92372,6.13082,-19.99718,13.27245,-13.08662,3.47146,-0.35934,83.38112,-4.229321,0.513839,0.415141,89.93688,20.246816,-47.946747,6039.342272,64.70705,32.50182,-88.95475,261.21084,224.39617,-62.718545,3.114631,7.55182,7.2952,1.71093,50,5.51046,-6.09266,-132.41411,-1.66309,13.4279,27.87834,-19.20244,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,518d5d70-7d1c-11ef-898b-7f46a3e9fb79,90.79435,34.76677,,7.80215,,,,0.01927,3.42164,0.4071,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:03:25,2024-09-27T18:03:24.6674074-04:00,2024-09-27T22:03:24.6674074Z,LineDrive,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,22b5624a-fae7-4d56-8d37-4f6b88f3b4f3,54.37096,-133.33119,13.93917,5.55478,-1.03141,-9.60122,1.91862,-6.53438,6.71395,117.405329,0.01919,82.897,-25.31999,6.51101,-1.58461,0.31594,-0.04751,0.0035,4.00E-05,3.42168,45.64755,-18.32336,1.38544,-0.14387,0.0228,-0.00976,0.00365,-0.00049,0.40717,-91.89446,5.50451,0.73153,-0.54817,0.18846,-0.04522,0.0074,-0.0006,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,,
13,9/27/24,18:03:54,4,5,"Ackerman, Jess",1000133213,Left,MER_BEA,"Stephens, Eli",1000196683,Left,MER_BEA,Undefined,1,Top,0,1,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,93.03998,0.548978,3.337311,2217.782983,129.359783,10:15,5.35688,-2.04205,6.30672,-18.10147,13.98142,-15.71119,4.35507,-0.27322,84.09951,-2.916829,0.501734,0.40767,,,,,,,,,,,,9.07107,7.39882,1.80358,50,5.38836,-7.18233,-134.92727,0.77036,16.58136,31.66878,-18.64948,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,62df4390-7d1c-11ef-898b-7f46a3e9fb79,92.45832,,,8.94047,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:03:54,2024-09-27T18:03:53.7121946-04:00,2024-09-27T22:03:53.7121946Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,06fc11ed-864a-4bbf-9b6b-66292c48bd78,54.19204,-135.90763,15.83439,5.35558,1.34768,-9.32474,2.03386,-7.69562,8.29068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
14,9/27/24,18:04:08,4,6,"Ackerman, Jess",1000133213,Left,MER_BEA,"Stephens, Eli",1000196683,Left,MER_BEA,Undefined,1,Top,0,2,2,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.05143,-1.950668,1.847881,2117.077916,120.43707,10:00,5.40468,-2.14934,6.1786,-23.1508,9.6889,-14.61091,1.67233,-1.65976,83.78556,-6.296882,-0.789977,0.41245,,,,,,,,,,,,8.068,5.93154,2.01658,50,5.24541,-3.68461,-133.59545,-5.3051,14.47934,30.65539,-21.5289,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,6b79b7b0-7d1c-11ef-898b-7f46a3e9fb79,91.38679,,,8.26587,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:04:08,2024-09-27T18:04:08.1623706-04:00,2024-09-27T22:04:08.1623706Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,49c12a24-4638-4682-8b16-e8d32b93ea93,54.32154,-134.58344,15.3277,5.40521,-4.61125,-10.76445,2.14285,-4.15127,7.23967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
15,9/27/24,18:04:22,4,7,"Ackerman, Jess",1000133213,Left,MER_BEA,"Stephens, Eli",1000196683,Left,MER_BEA,Undefined,1,Top,0,3,2,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,91.97389,-0.259204,3.160393,2276.321085,132.090624,10:30,5.35522,-1.89044,6.20598,-20.30666,12.36461,-12.54603,3.42338,-0.0158,83.95532,-4.098612,0.899669,0.411391,,,,,,,,,,,,7.33414,6.78426,1.65872,50,5.32543,-6.83791,-133.50632,-1.23453,13.24063,28.66963,-19.92617,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,73f420b0-7d1c-11ef-898b-7f46a3e9fb79,91.622,,,8.01857,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:04:22,2024-09-27T18:04:22.3496346-04:00,2024-09-27T22:04:22.3496346Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,a40ab3fa-a843-4d51-b032-1aec2902b358,54.29453,-134.42538,14.33482,5.35477,-0.59576,-9.96308,1.88472,-7.26237,6.62031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
16,9/27/24,18:04:47,5,1,"Ackerman, Jess",1000133213,Left,MER_BEA,"Kersey, Braydon",10112085,Left,MER_BEA,Undefined,1,Top,1,0,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.57491,-1.467829,3.168037,2269.753876,123.449527,10:00,5.43991,-2.01356,6.12079,-21.45655,10.89394,-14.94174,2.29243,-0.32677,84.68751,-5.496962,0.478272,0.409366,,,,,,,,,,,,8.4813,6.34138,1.77766,50,5.31608,-6.77472,-134.32063,-4.14625,15.51698,28.70538,-20.57218,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,8270edd0-7d1c-11ef-898b-7f46a3e9fb79,92.07515,,,7.88741,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:04:47,2024-09-27T18:04:46.7010202-04:00,2024-09-27T22:04:46.7010202Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,dc4ac9d2-0a89-47a4-9b3a-106e614aaa0d,54.37904,-135.25323,14.35269,5.43993,-3.47789,-10.28609,2.00594,-7.27885,7.75849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
17,9/27/24,18:05:02,5,2,"Ackerman, Jess",1000133213,Left,MER_BEA,"Kersey, Braydon",10112085,Left,MER_BEA,Undefined,1,Top,1,0,1,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.12872,0.005571,2.960397,2218.189474,130.515324,10:15,5.37597,-2.12046,6.2063,-18.52643,13.98768,-15.18024,3.83725,-0.65049,84.12588,-3.513321,0.224151,0.4104,,,,,,,,,,,,8.61248,7.53886,1.90497,50,5.36691,-6.26833,-133.77472,-0.54258,15.62812,28.48972,-18.4941,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,8b473270-7d1c-11ef-898b-7f46a3e9fb79,91.84317,,,8.00284,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:05:02,2024-09-27T18:05:01.5165594-04:00,2024-09-27T22:05:01.5165594Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,92b0fbda-cb7e-4a14-90bf-d1402793dc82,54.29437,-134.68618,14.24486,5.37481,0.04909,-9.24705,2.11351,-6.76831,7.81406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
18,9/27/24,18:05:15,5,3,"Ackerman, Jess",1000133213,Left,MER_BEA,"Kersey, Braydon",10112085,Left,MER_BEA,Undefined,1,Top,1,0,2,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,92.15685,0.007224,3.480584,2235.331812,118.233983,10:00,5.42365,-1.88445,6.32306,-21.00993,11.34075,-19.24422,3.67949,-0.27856,84.21393,-3.964839,0.005447,0.409367,,,,,,,,,,,,10.87213,6.2015,1.63805,50,5.41407,-7.32519,-133.8031,-0.63142,19.74814,28.34729,-20.90968,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,9342f590-7d1c-11ef-898b-7f46a3e9fb79,92.07488,,,7.94292,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:05:15,2024-09-27T18:05:14.9187226-04:00,2024-09-27T22:05:14.9187226Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,323be5cc-97cc-49d5-a0bc-d63d3267757d,54.17848,-134.68544,14.17365,5.42359,0.01941,-10.45484,1.87562,-7.93987,9.87407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
19,9/27/24,18:05:36,6,1,"Ackerman, Jess",1000133213,Left,MER_BEA,"Collins, Thomas",1000066077,Left,MER_BEA,Undefined,1,Top,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.74857,0.129789,2.4001,2233.251976,127.032985,10:15,5.40844,-1.95506,6.29393,-20.8971,11.27867,-13.53107,3.78672,-0.86964,84.16487,-3.833676,-0.044735,0.408259,,,,,,,,,,,,7.69264,6.13776,1.78434,50,5.40789,-5.0658,-134.65782,-0.34305,14.03377,30.9976,-20.97687,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,9f8b7d90-7d1c-11ef-898b-7f46a3e9fb79,92.3248,,,8.5837,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:05:36,2024-09-27T18:05:35.5237530-04:00,2024-09-27T22:05:35.5237530Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,2faa256c-d4d4-40d8-a53f-105eeee15589,54.20588,-135.62254,15.4988,5.40841,0.3098,-10.48844,1.9488,-5.50257,7.01688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
20,9/27/24,18:05:50,6,2,"Ackerman, Jess",1000133213,Left,MER_BEA,"Collins, Thomas",1000066077,Left,MER_BEA,Undefined,1,Top,2,1,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Error,0,2,,91.60782,-0.744533,3.77959,2255.35829,129.984848,10:15,5.37793,-2.01524,6.21554,-21.1471,12.0767,-13.04406,2.92702,0.39092,83.0156,-4.750379,1.430734,0.414855,96.12487,-9.597815,-25.056562,,,,,16.34168,16.06016,-25.640285,0.113533,7.89961,6.81508,1.73792,50,5.31144,-8.22704,-132.79617,-2.38248,13.98805,30.66932,-20.10644,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,a863be00-7d1c-11ef-898b-7f46a3e9fb79,90.85698,2.76943,,8.59222,,,,0.6927,2.76943,-0.35661,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:05:50,2024-09-27T18:05:50.3576730-04:00,2024-09-27T22:05:50.3576730Z,GroundBall,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,2c3b156f-54f6-4e9f-86e5-4f41ea8c238c,54.28508,-133.78214,15.33466,5.37764,-1.73608,-10.05322,2.00964,-8.67674,6.99403,110.46584,0.69291,125.90297,-19.76224,,,,,,,2.76942,-23.50431,-7.83848,,,,,,,-0.35653,-58.88166,-2.32116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,
21,9/27/24,18:06:33,7,1,"Ackerman, Jess",1000133213,Left,MER_BEA,"Joye, Preston",1000076383,Right,MER_BEA,Undefined,1,Top,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.74183,0.28821,2.250714,2429.652473,241.918769,2:00,5.21714,-2.24161,5.86962,-38.22703,2.57165,2.48319,2.29948,0.05712,76.0256,-6.755194,2.695939,0.459721,,,,,,,,,,,,-0.64772,1.6463,2.05785,50,5.21844,-4.82065,-120.15245,-0.6614,-0.94811,22.9997,-29.76429,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,c1ba8f00-7d1c-11ef-898b-7f46a3e9fb79,81.98978,,,6.71624,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:06:33,2024-09-27T18:06:32.8064666-04:00,2024-09-27T22:06:32.8064666Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,d7a7219b-867c-49ce-a186-48e32cf0eec0,54.63135,-121.03574,11.49985,5.22188,0.48168,-14.88215,2.24228,-4.78423,-0.47406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
22,9/27/24,18:06:46,7,2,"Ackerman, Jess",1000133213,Left,MER_BEA,"Joye, Preston",1000076383,Right,MER_BEA,Undefined,1,Top,2,0,1,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.66595,-0.00923,2.614416,2283.952475,127.837063,10:15,5.35019,-2.08524,6.15729,-19.80544,13.30607,-15.71162,3.69121,-0.97742,83.18451,-3.771012,-0.21663,0.414153,,,,,,,,,,,,8.80327,7.19544,1.89388,50,5.33926,-5.39136,-133.03372,-0.62531,15.6868,30.05225,-19.35228,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,c94f2be0-7d1c-11ef-898b-7f46a3e9fb79,91.0109,,,8.48143,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:06:46,2024-09-27T18:06:45.5990426-04:00,2024-09-27T22:06:45.5990426Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,00ade900-565f-4354-9659-52877e39a462,54.34203,-134.01099,15.02612,5.34936,0.00402,-9.67614,2.07749,-5.90148,7.8434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
