PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,,
199,9/19/24,15:29:36,14,1,"Ewaldsen, Collin",10091945,Right,MER_BEA,LiveAB,10001993,Right,MER_BEA,Undefined,1,Top,2,0,0,Slider,Slider,InPlay,Undefined,LineDrive,Undefined,0,0,,81.18544,1.420097,0.788924,2623.931881,82.104342,8:45,4.13811,1.01384,5.84666,-43.88672,-0.94555,-17.53989,1.801,0.28539,73.58298,-6.689348,-2.358919,0.471637,93.91335,35.337367,-38.678555,2936.539026,82.00305,66.1284,-73.31775,319.63262,192.2425,-46.938019,4.411181,9.24788,-0.5339,-1.0675,50,4.22796,-0.94463,-117.83305,1.48393,12.82182,25.28862,-32.91425,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,81b3de80-76bd-11ef-a93d-79a75762a6fc,79.91824,80.18313,,7.60246,,,,1.21699,1.82824,-0.20172,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,19:29:36,2024-09-19T15:29:36.2674546-04:00,2024-09-19T19:29:36.2674546Z,FlyBall,v3,471354,471354,,,,Undefined,MER_BEA,4f988169-f1e1-4573-9084-ee14fc896ceb,54.65571,-118.82803,12.64431,4.14409,2.77894,-16.45713,-1.02041,-1.4491,6.41091,146.677961,1.21682,87.71925,-22.14246,6.23014,-1.39864,0.29895,-0.05665,0.00701,-0.00038,1.82864,79.6606,-23.37664,2.04617,-0.3263,0.05705,-0.01311,0.00235,-0.00018,-0.20138,-70.22837,9.33407,-2.481,0.57256,-0.13453,0.02712,-0.00336,0.00018,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,,
200,9/19/24,15:30:09,15,1,"Ewaldsen, Collin",10091945,Right,MER_BEA,LiveAB,10001993,Right,MER_BEA,Undefined,1,Top,2,0,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.78213,-0.679023,-0.420189,2737.236207,91.201767,9:00,4.10226,1.25771,6.13299,-38.20475,1.71894,-15.59513,0.29086,-0.43028,76.10367,-7.766757,-3.236043,0.454765,,,,,,,,,,,,7.89918,1.53858,-1.21788,50,4.03098,1.50074,-121.64825,-2.6687,11.65611,27.26139,-29.90369,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,9547ec70-76bd-11ef-a93d-79a75762a6fc,82.88339,,,7.67846,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,19:30:09,2024-09-19T15:30:09.0940274-04:00,2024-09-19T19:30:09.0940274Z,,v3,471354,471354,,,,Undefined,MER_BEA,af50d4b8-eeb0-4f21-b5c5-e231d497ca47,54.36758,-122.62312,13.6307,4.1073,-1.59934,-14.95184,-1.26409,1.08392,5.82806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
201,9/19/24,15:30:25,15,2,"Ewaldsen, Collin",10091945,Right,MER_BEA,LiveAB,10001993,Right,MER_BEA,Undefined,1,Top,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.23761,-2.943365,-2.146401,2562.608754,189.761555,12:15,4.19488,1.16534,6.81601,-11.36386,19.33568,3.14315,0.55812,-0.53201,85.42534,-5.191476,-1.572974,0.398784,,,,,,,,,,,,-2.3126,11.43839,-1.02785,50,3.9999,4.99807,-136.72843,-7.25307,-4.3351,32.89333,-10.73212,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,9ed43aa0-76bd-11ef-a93d-79a75762a6fc,94.51848,,,8.81227,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,19:30:25,2024-09-19T15:30:25.1849586-04:00,2024-09-19T19:30:25.1849586Z,,v3,471354,471354,,,,Undefined,MER_BEA,9e0ac853-de38-4b1b-a41d-bda2c87f7383,53.68299,-137.61162,16.44667,4.19077,-6.96491,-5.36606,-1.16362,5.11447,-2.16755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
202,9/19/24,15:30:42,15,3,"Ewaldsen, Collin",10091945,Right,MER_BEA,LiveAB,10001993,Right,MER_BEA,Undefined,1,Top,2,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.07193,0.029177,1.264484,2685.621664,105.502323,9:30,4.21626,1.21176,5.762,-35.80982,5.24957,-13.83288,1.25927,1.23618,75.41857,-6.603936,-1.214199,0.461188,,,,,,,,,,,,7.37985,3.11591,-1.30832,50,4.19727,-2.09145,-120.53313,-1.13201,10.74304,25.71807,-27.63815,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,a921b5f0-76bd-11ef-a93d-79a75762a6fc,81.72907,,,7.65336,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,19:30:42,2024-09-19T15:30:42.3543666-04:00,2024-09-19T19:30:42.3543666Z,,v3,471354,471354,,,,Undefined,MER_BEA,231b9980-0970-497d-b5a9-aaef9c2e5732,54.73728,-121.53972,12.85904,4.22041,-0.05027,-13.81908,-1.21823,-2.51193,5.37152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
203,9/19/24,15:31:05,15,4,"Ewaldsen, Collin",10091945,Right,MER_BEA,LiveAB,10001993,Right,MER_BEA,Undefined,1,Top,2,2,1,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,95.03948,-3.033107,-1.805143,2613.211755,208.771139,1:00,4.32943,0.91791,6.79029,-10.22024,20.02107,10.40823,0.70502,0.1369,85.99997,-5.074444,0.093838,0.395796,81.14421,48.322837,42.096477,6026.891467,,,,,94.49381,,,-6.06989,11.85843,-0.80407,50,4.12784,3.9299,-137.92046,-7.49603,-11.55564,34.00811,-9.59838,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,b6896990-76bd-11ef-a93d-79a75762a6fc,95.23192,92.34233,,9.03952,,,,0.18781,0.73085,-0.22598,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,19:31:05,2024-09-19T15:31:04.9613170-04:00,2024-09-19T19:31:04.9613170Z,,v3,471354,471354,,,,Undefined,MER_BEA,86e241bc-21af-447d-81ab-dbe325a338c8,53.71007,-138.83227,17.00406,4.32537,-7.23869,-4.79919,-0.91359,4.23972,-5.77782,206.581775,0.18781,58.7191,-22.51726,7.05109,-1.83116,0.43592,-0.09548,0.01654,-0.00159,0.73085,88.88994,-22.85783,1.54693,0.03446,-0.09897,0.0351,-0.00696,0.00068,-0.22598,53.05027,-6.67446,1.10367,-0.09451,-0.01404,0.0074,-0.00116,3.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,,
204,9/19/24,15:31:31,15,5,"Ewaldsen, Collin",10091945,Right,MER_BEA,LiveAB,10001993,Right,MER_BEA,Undefined,1,Top,2,2,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,93.14418,0.288732,-2.300394,2606.06616,212.842379,1:00,4.39199,1.09574,6.93975,-13.94493,17.22127,10.4413,3.49294,-0.12918,84.32018,-2.452047,-0.390994,0.401803,,,,,,,,,,,,-6.19134,9.35178,-0.9549,50,4.40434,5.02164,-135.33859,0.38764,-11.38474,31.9039,-14.97779,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,c60be6e0-76bd-11ef-a93d-79a75762a6fc,93.80822,,,8.82401,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,19:31:31,2024-09-19T15:31:30.9448562-04:00,2024-09-19T19:31:30.9448562Z,,v3,471354,471354,,,,Undefined,MER_BEA,d1134ef2-2331-4087-97f8-800b81631b9e,53.55885,-136.17494,15.95195,4.38903,0.78028,-7.4889,-1.09045,5.32009,-5.69237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
205,9/19/24,15:31:52,16,1,"Ewaldsen, Collin",10091945,Right,MER_BEA,LiveAB,10001993,Right,MER_BEA,Undefined,1,Top,0,0,0,ChangeUp,Changeup,BallinDirt,Undefined,Undefined,Undefined,0,0,,86.63411,-3.41848,-1.614269,1810.381986,246.32548,2:15,4.0113,1.14281,6.47607,-29.60309,6.80949,12.97138,-1.59989,0.74094,79.94608,-8.91755,0.744309,0.434307,,,,,,,,,,,,-7.39158,4.79985,-1.03517,50,3.7569,3.09074,-125.82529,-8.39788,-11.85265,25.47283,-24.47733,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,d2a83430-76bd-11ef-a93d-79a75762a6fc,86.78748,,,6.68803,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,19:31:52,2024-09-19T15:31:52.2119026-04:00,2024-09-19T19:31:52.2119026Z,,v3,471354,471354,,,,Undefined,MER_BEA,7bdda9b1-8610-4c30-a015-90d9e8bcc02d,54.02886,-126.63828,12.73642,4.01246,-7.61666,-12.23867,-1.13985,3.46903,-5.92633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
206,9/19/24,15:32:31,16,2,"Ewaldsen, Collin",10091945,Right,MER_BEA,LiveAB,10001993,Right,MER_BEA,Undefined,1,Top,0,1,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.12798,-1.437126,-1.205922,2715.20737,123.89972,10:15,4.09753,1.26839,6.0321,-30.08986,10.31205,-13.38705,0.25858,-0.96414,76.05481,-7.036609,-3.615272,0.45748,,,,,,,,,,,,6.53386,6.13548,-1.16703,50,3.96896,3.05852,-120.70046,-3.95018,9.58413,24.74004,-23.17433,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,ea069090-76bd-11ef-a93d-79a75762a6fc,82.39138,,,7.07317,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,19:32:31,2024-09-19T15:32:31.2909170-04:00,2024-09-19T19:32:31.2909170Z,,v3,471354,471354,,,,Undefined,MER_BEA,eb80ee1c-4194-4c91-9563-6d065d3ab410,54.4685,-121.61292,12.37002,4.09889,-3.09547,-11.58717,-1.27332,2.70504,4.79207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
207,9/19/24,15:32:47,16,3,"Ewaldsen, Collin",10091945,Right,MER_BEA,LiveAB,10001993,Right,MER_BEA,Undefined,1,Top,0,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.09488,1.44607,-0.811765,2546.964638,197.802517,12:30,4.44761,1.11053,6.79687,-10.77721,19.80407,6.04681,4.8698,0.87346,85.42786,-0.701364,0.291971,0.398015,,,,,,,,,,,,-3.36276,10.24819,-1.05931,50,4.53578,1.68012,-136.73648,3.27974,-6.34262,31.20895,-12.84459,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,f340ee30-76bd-11ef-a93d-79a75762a6fc,94.70115,,,8.66702,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,19:32:47,2024-09-19T15:32:46.8399986-04:00,2024-09-19T19:32:46.8399986Z,,v3,471354,471354,,,,Undefined,MER_BEA,5e67fce2-7a65-4978-b9a8-cf5e51ce98c2,53.69936,-137.57823,15.60448,4.44265,3.62618,-6.42229,-1.10694,1.8512,-3.17131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
208,9/19/24,15:33:08,16,4,"Ewaldsen, Collin",10091945,Right,MER_BEA,LiveAB,10001993,Right,MER_BEA,Undefined,1,Top,0,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.51084,1.002602,-0.950261,2670.851706,206.103053,12:45,4.35502,1.12441,6.84961,-12.39902,18.71068,8.64626,4.23617,0.9784,84.35107,-1.458915,0.629513,0.401439,,,,,,,,,,,,-4.81697,9.86319,-1.06592,50,4.41357,1.89894,-135.86267,2.14259,-8.8959,33.08886,-13.95892,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240919-MercerUniversity-Private-1,001a4480-76be-11ef-a93d-79a75762a6fc,93.89336,,,9.15977,,,,,,,b0d043aa-ff66-4445-909c-9bbe98edb212,9/19/24,19:33:08,2024-09-19T15:33:08.3633522-04:00,2024-09-19T19:33:08.3633522Z,,v3,471354,471354,,,,Undefined,MER_BEA,ad6614a7-5bfb-40ad-b0e2-e9718d3795b6,53.64767,-136.74816,16.54443,4.35124,2.51615,-6.97946,-1.11992,2.13701,-4.44795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
1,9/20/24,14:13:53,1,1,"Decker, Kai",1000239625,Right,MER_BEA,LiveAB,10091945,Left,MER_BEA,Undefined,1,Top,0,0,0,TwoSeamFastBall,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.44538,-2.439496,-6.32722,2309.764446,250.325877,2:15,5.7226,1.81313,6.46338,-25.57458,8.57819,20.54253,1.33549,-2.31061,81.8154,-7.25653,-2.628359,0.420615,,,,,,,,,,,,-12.58414,5.62036,-1.37237,50,5.53801,13.62606,-130.52635,-6.3809,-21.47494,30.25009,-22.58284,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240920-MercerUniversity-Private-1,18184af0-777c-11ef-b61d-8b21e5dcaf1b,89.61273,,,8.62998,,,,,,,e710ccaa-c665-46bf-8c5a-0d57bfebc66f,9/20/24,18:13:53,2024-09-20T14:13:52.9808142-04:00,2024-09-20T18:13:52.9808142Z,,v3,471354,471354,,"Busse, Terry",803028,Right,MER_BEA,6f336fa2-b07f-45ac-8c2d-9bec8c67c312,54.0368,-131.45856,15.12504,5.72392,-5.68496,-11.29142,-1.80247,14.28785,-10.73747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
2,9/20/24,14:14:06,1,2,"Decker, Kai",1000239625,Right,MER_BEA,LiveAB,10091945,Left,MER_BEA,Undefined,1,Top,0,1,0,TwoSeamFastBall,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.02722,-1.371686,-4.465372,2335.446746,249.325066,2:15,5.72186,1.99689,6.38036,-25.0632,8.54044,19.46651,2.36723,-0.49739,82.31173,-6.099082,-0.949912,0.41722,,,,,,,,,,,,-11.44835,5.24118,-1.68246,50,5.61127,9.48068,-131.82213,-3.95253,-19.91145,31.04989,-23.05837,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240920-MercerUniversity-Private-1,1fdd46a0-777c-11ef-b61d-8b21e5dcaf1b,90.34194,,,8.71549,,,,,,,e710ccaa-c665-46bf-8c5a-0d57bfebc66f,9/20/24,18:14:06,2024-09-20T14:14:06.0038926-04:00,2024-09-20T18:14:06.0038926Z,,v3,471354,471354,,"Busse, Terry",803028,Right,MER_BEA,71bc1fea-1412-40e7-a4c0-b5269e85a43a,54.11974,-132.78896,15.52494,5.72316,-3.23453,-11.52919,-1.98733,10.10069,-9.95573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
3,9/20/24,14:14:25,1,3,"Decker, Kai",1000239625,Right,MER_BEA,LiveAB,10091945,Left,MER_BEA,Undefined,1,Top,0,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.91077,-1.326878,-1.896542,2283.269703,224.02315,1:30,5.74027,2.14767,6.34847,-17.31544,15.33135,13.77316,3.07496,1.54892,83.62096,-4.640822,0.596062,0.411237,,,,,,,,,,,,-7.65319,8.67343,-2.0156,50,5.63544,3.83652,-133.46897,-3.57627,-13.73942,30.0054,-16.6031,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240920-MercerUniversity-Private-1,2af87230-777c-11ef-b61d-8b21e5dcaf1b,91.65635,,,8.28981,,,,,,,e710ccaa-c665-46bf-8c5a-0d57bfebc66f,9/20/24,18:14:25,2024-09-20T14:14:24.6400782-04:00,2024-09-20T18:14:24.6400782Z,,v3,471354,471354,,"Busse, Terry",803028,Right,MER_BEA,53b4254b-3bd4-4653-ae7c-afde7e65c9f5,54.15089,-134.3989,15.0027,5.73831,-3.0617,-8.30155,-2.1411,4.26233,-6.86971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
4,9/20/24,14:14:41,1,4,"Decker, Kai",1000239625,Right,MER_BEA,LiveAB,10091945,Left,MER_BEA,Undefined,1,Top,0,2,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.51105,-1.105922,-2.888122,2314.63571,226.299824,1:30,5.78541,2.09795,6.34538,-18.51068,14.42391,13.96178,3.22331,0.60034,83.31044,-4.636199,-0.364142,0.413045,,,,,,,,,,,,-8.04871,8.14126,-1.89383,50,5.69603,6.11797,-132.82863,-3.09824,-14.32865,29.3942,-17.68061,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240920-MercerUniversity-Private-1,34d06f60-777c-11ef-b61d-8b21e5dcaf1b,91.255,,,8.20062,,,,,,,e710ccaa-c665-46bf-8c5a-0d57bfebc66f,9/20/24,18:14:41,2024-09-20T14:14:41.1348238-04:00,2024-09-20T18:14:41.1348238Z,,v3,471354,471354,,"Busse, Terry",803028,Right,MER_BEA,0aff0d47-7769-4ae9-81f3-6d72bc9d3a1e,54.15467,-133.74487,14.6971,5.78401,-2.54711,-8.84031,-2.09149,6.5646,-7.16432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
5,9/20/24,14:15:04,1,5,"Decker, Kai",1000239625,Right,MER_BEA,LiveAB,10091945,Left,MER_BEA,Undefined,1,Top,0,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.30619,-1.487397,-3.06362,2216.848119,244.899385,2:15,5.3216,2.07579,6.3836,-34.70797,8.84339,15.99359,1.05868,0.58754,73.05983,-7.957241,-0.166588,0.474977,,,,,,,,,,,,-9.16969,5.44162,-1.86193,50,5.19831,5.60497,-115.17408,-3.96716,-12.34512,20.93307,-24.84804,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240920-MercerUniversity-Private-1,422b78d0-777c-11ef-b61d-8b21e5dcaf1b,79.35641,,,6.24636,,,,,,,e710ccaa-c665-46bf-8c5a-0d57bfebc66f,9/20/24,18:15:04,2024-09-20T14:15:03.5012878-04:00,2024-09-20T18:15:03.5012878Z,,v3,471354,471354,,"Busse, Terry",803028,Right,MER_BEA,9d2fa714-6e38-46ce-839c-c1f349ae664a,54.11855,-115.92022,10.46654,5.32393,-3.08148,-12.42402,-2.06955,6.045,-6.17256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
6,9/20/24,14:15:16,1,6,"Decker, Kai",1000239625,Right,MER_BEA,LiveAB,10091945,Left,MER_BEA,Undefined,1,Top,0,3,2,ChangeUp,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,79.07026,-1.684944,-3.961248,2352.904456,257.670016,2:30,5.28559,2.27901,6.37556,-38.65982,5.34256,18.04788,0.50948,0.1325,72.77888,-8.861028,-0.694869,0.47743,,,,,,,,,,,,-10.53308,3.67984,-2.00078,50,5.14584,7.3172,-114.71107,-4.48467,-14.03087,21.2739,-27.27222,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240920-MercerUniversity-Private-1,49894e40-777c-11ef-b61d-8b21e5dcaf1b,78.94863,,,6.29138,,,,,,,e710ccaa-c665-46bf-8c5a-0d57bfebc66f,9/20/24,18:15:16,2024-09-20T14:15:15.8734606-04:00,2024-09-20T18:15:15.8734606Z,,v3,471354,471354,,"Busse, Terry",803028,Right,MER_BEA,0a416159-d25b-45ae-a706-99dc8275501d,54.12749,-115.474,10.63695,5.28913,-3.50662,-13.63611,-2.27221,7.82037,-7.01543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
7,9/20/24,14:15:37,2,1,"Decker, Kai",1000239625,Right,MER_BEA,LiveAB,10091945,Left,MER_BEA,Undefined,1,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.85871,-2.951096,-4.80842,2364.34752,234.161461,1:45,5.60464,2.1711,6.49576,-19.83328,12.85887,16.28784,1.23083,-0.89603,83.74737,-6.714174,-1.864085,0.411522,,,,,,,,,,,,-9.83752,7.90469,-1.83967,50,5.38816,10.51331,-132.93307,-7.44962,-17.54993,29.30116,-18.07225,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240920-MercerUniversity-Private-1,561017c0-777c-11ef-b61d-8b21e5dcaf1b,91.59275,,,8.11135,,,,,,,e710ccaa-c665-46bf-8c5a-0d57bfebc66f,9/20/24,18:15:37,2024-09-20T14:15:36.9308430-04:00,2024-09-20T18:15:36.9308430Z,,v3,471354,471354,,"Busse, Terry",803028,Right,MER_BEA,1d74d831-fb60-4ef6-a0ac-5c68fb48a0b4,54.00478,-133.81289,14.65058,5.6037,-6.90696,-9.03613,-2.16326,11.04028,-8.77496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
8,9/20/24,14:15:57,2,2,"Decker, Kai",1000239625,Right,MER_BEA,LiveAB,10091945,Left,MER_BEA,Undefined,1,Top,0,1,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,76.26617,1.160068,-0.636781,2018.626214,48.524578,7:30,5.45723,2.07887,5.94611,-51.95739,-4.27992,-6.42323,2.20372,0.95292,70.51074,-8.372758,-1.792512,0.496967,,,,,,,,,,,,3.11933,-2.04547,-2.02461,50,5.52055,1.46294,-110.90029,0.63913,3.89907,19.14941,-34.73081,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240920-MercerUniversity-Private-1,62311a90-777c-11ef-b61d-8b21e5dcaf1b,75.84488,,,5.75544,,,,,,,e710ccaa-c665-46bf-8c5a-0d57bfebc66f,9/20/24,18:15:57,2024-09-20T14:15:57.1974414-04:00,2024-09-20T18:15:57.1974414Z,,v3,471354,471354,,"Busse, Terry",803028,Right,MER_BEA,79e6b85c-3b40-4c26-a513-1d37c8ba0e50,54.55747,-111.68446,9.57471,5.46526,2.06137,-17.36541,-2.08124,1.30327,1.94954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
9,9/20/24,14:16:12,2,3,"Decker, Kai",1000239625,Right,MER_BEA,LiveAB,10091945,Left,MER_BEA,Undefined,1,Top,0,1,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.90321,-0.941906,-2.395028,2003.61521,46.093509,7:30,5.56019,1.98933,6.03437,-54.85117,-6.46674,-8.27048,0.11618,-0.91906,70.27257,-10.951428,-3.886544,0.500639,,,,,,,,,,,,3.58575,-2.64709,-1.79768,50,5.45685,4.89658,-110.2564,-3.46872,4.39347,20.45406,-35.4174,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240920-MercerUniversity-Private-1,6aefdf90-777c-11ef-b61d-8b21e5dcaf1b,75.28873,,,5.63064,,,,,,,e710ccaa-c665-46bf-8c5a-0d57bfebc66f,9/20/24,18:16:12,2024-09-20T14:16:11.8936334-04:00,2024-09-20T18:16:11.8936334Z,,v3,471354,471354,,"Busse, Terry",803028,Right,MER_BEA,8218888f-8d62-4272-a68c-cf0f4e12d46d,54.46993,-111.08254,10.22703,5.56806,-2.03822,-17.7087,-1.99187,4.71913,2.19674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
